OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN
739,WACOA,COLVILLE AGENCY,POTHOLE,200084,2020/07/06 07:00:00+00,2020/07/09 00:38:55+00,351.83901156,2020,MISCELLANEOUS,15326046.039293,19207.061440999
740,WAMCR,MID-COLUMBIA NWR,SADDLE MOUNTAIN,000291,2020/07/06 07:00:00+00,2020/07/08 03:00:00+00,7713.18217724,2020,UNDETERMINED,335984871.697118,80697.9488770499
741,WASPD,SPOKANE BLM,SILICA,000263,2020/07/04 07:00:00+00,2020/07/04 07:00:00+00,13.16782156,2020,UNKNOWN,573588.0127885,6487.55350834568
742,WACOA,COLVILLE AGENCY,GREENHOUSE,200093,2020/07/23 07:00:00+00,2020/07/24 15:10:00+00,5171.0197029,2020,UNKNOWN,225248717.260884,89449.9962160479
743,WASPD,SPOKANE BLM,KONNOWAC,000436,2020/08/03 07:00:00+00,2020/08/05 07:00:00+00,1083.52696927,2020,UNDETERMINED,47198245.9879935,36963.8479389384
744,WASPD,SPOKANE BLM,COULEE MEADOWS,000403,2020/07/30 07:00:00+00,2020/07/31 15:53:00+00,775.97594373,2020,UNKNOWN,33801376.902847,26069.0794904306
745,WAYAA,BIA - YAKIMA,NORTH BROWNSTOWN,000082,2020/08/16 07:00:00+00,2020/08/17 12:30:00+00,344.26921519,2020,HUMAN,14996307.0282625,21653.6131520806
746,WASPD,SPOKANE BLM,STORMY POINT,000284,2020/07/05 07:00:00+00,2020/07/06 07:00:00+00,5.7981535,2020,UNKNOWN,252566.5563065,2665.34318842003
747,WAMCR,MID-COLUMBIA NWR,TAYLOR POND,000508,2020/08/16 07:00:00+00,2020/08/18 06:45:00+00,24454.02645655,2020,LIGHTNING,1065213131.58213,257336.240912038
748,WAWFS,WA FIRE SERVICE,CHIEF TIMOTHY,001927,2020/08/16 07:00:00+00,2020/08/17 14:15:00+00,1322.07464994,2020,HUMAN,57589341.3931515,33829.7772165692
749,WAYAA,BIA - YAKIMA,NORTH BROWNSTOWN 3,000087,2020/08/16 07:00:00+00,2020/08/17 10:30:00+00,5966.48718085,2020,HUMAN,259899141.998246,120162.916193277
750,WAYAA,BIA - YAKIMA,TULE ROAD,000088,2020/08/16 07:00:00+00,2020/08/17 15:30:00+00,698.46105612,2020,UNKNOWN,30424841.9050005,27099.856780954
751,WAOWF,OKAN-WEN NF,JUNGLE CREEK ,000510,2020/08/17 07:00:00+00,2020/08/31 21:16:00+00,540.65973291,2020,UNKNOWN,23551043.7611985,22100.8821374501
752,WAYAA,BIA - YAKIMA,NORTH BROWNSTOWN 2,000085,2020/08/16 07:00:00+00,2020/08/17 07:00:00+00,883.97849852,2020,HUMAN,38505949.3712085,35292.6747757653
753,WASPD,SPOKANE BLM,PALMER,001947,2020/08/18 07:00:00+00,2020/08/20 10:56:00+00,18013.48854307,2020,UNDER INVESTIGATION,784664422.269039,151313.600045768
754,WASES,WA DNR - SE REGION,BERTSCHI ROAD,000334,2020/07/16 07:00:00+00,2020/07/23 07:00:00+00,250.25362447,2020,UNDER INVESTIGATION,10901004.277783,20523.2199642313
755,WASES,WA DNR - SE REGION,COLOCKUM,000370,2020/07/24 07:00:00+00,2020/07/25 07:00:00+00,2966.85175732,2020,UNDER INVESTIGATION,129235545.605255,88322.833037747
756,WANES,WA DNR - NE REGION,GREEN,001723,2020/07/27 07:00:00+00,2020/07/30 14:00:00+00,1786.3060831,2020,MISCELLANEOUS,77811181.7340375,45155.856902754
757,WAOLP,OLYMPIC NP,EAST BEACH ROAD,000112,2020/07/29 07:00:00+00,2020/07/31 02:00:00+00,84.80636818,2020,HUMAN,3694150.621106,10283.4424843758
758,WANES,WA DNR - NE REGION,BADGER LAKE,001921,2020/08/16 07:00:00+00,2020/08/19 07:00:00+00,333.53400919,2020,UNDER INVESTIGATION,14528683.32523,36205.9592267041
759,WANES,WA DNR - NE REGION,ANGLIN,001725,2020/07/27 07:00:00+00,2020/07/29 15:00:00+00,1760.94950861,2020,MISCELLANEOUS,76706653.767448,42353.3748199569
760,ORUMF,UMATILLA NF,RATTLESNAKE,000873,2020/08/18 07:00:00+00,2020/08/22 00:00:48+00,497.75579028,2020,LIGHTNING,21682155.49572,30338.9141699849
761,WASES,WA DNR - SE REGION,EVANS CANYON,000565,2020/08/31 07:00:00+00,2020/09/03 03:00:00+00,75681.63905654,2020,UNDETERMINED,3296679010.5475,605059.746067632
762,WANES,WA DNR - NE REGION,HEATON ROAD,002092,2020/09/02 07:00:00+00,2020/09/03 05:00:00+00,299.87599412,2020,MISCELLANEOUS,13062546.0533815,15209.4304804494
763,WAWFS,WA FIRE SERVICE,PEARL HILL,000594,2020/09/07 07:00:00+00,2020/09/11 07:00:00+00,223802.05680059,2020,UNDETERMINED,9748778599.00247,1376436.9467075
764,WANES,WA DNR - NE REGION,CUSTOMS ROAD,002167,2020/03/20 07:00:00+00,2020/03/23 07:00:00+00,1110.42683008,2020,DEBRIS BURN,48369999.2376595,46516.4921213641
765,WAGPF,GIFFORD PINCHOT NF,BIG HOLLOW,000864,2020/09/08 07:00:00+00,2020/09/17 00:35:00+00,24995.15262142,2020,UNKNOWN,1088784493.0379,550660.991936264
766,WANES,WA DNR - NE REGION,EUCLID TRACKS,002173,2020/09/07 07:00:00+00,2020/09/08 14:30:44+00,194.83999118,2020,POWER LINE,8487196.066939,19122.8846333016
767,WAWFS,WA FIRE SERVICE,MANNING RD,000114,2020/09/07 07:00:00+00,2020/09/08 20:15:30+00,2685.36497072,2020,UNKNOWN,116974030.226812,61141.9736362996
768,WASES,WA DNR - SE REGION,APPLE ACRES,000596,2020/09/07 07:00:00+00,2020/09/09 02:11:51+00,5754.93613994,2020,UNDER INVESTIGATION,250684015.516917,110958.428366208
769,WANES,WA DNR - NE REGION,WHITNEY,002144,2020/09/07 07:00:00+00,2020/09/08 15:00:33+00,127430.50354583,2020,POWER LINE,5550850530.98772,666083.21194021
770,WANES,WA DNR - NE REGION,BABB-MALDEN,02151,2020/09/07 07:00:00+00,2020/09/08 07:00:00+00,14475.47300135,2020,UNKNOWN,630549081.734735,180765.97561431
771,WACOA,COLVILLE AGENCY,FRY,200131,2020/09/07 07:00:00+00,2020/09/12 07:00:00+00,481.45419034,2020,HUMAN,20972060.6425685,23677.9904024586
772,WAWFS,WA FIRE SERVICE,FRUIT VALLEY,000252,2020/09/14 07:00:00+00,2020/09/14 21:15:43+00,166.52856153,2020,UNKNOWN,7253955.1245545,17731.7322552071
773,WASPS,WA DNR - SPS REGION,FISH,000199,2020/09/08 07:00:00+00,2020/09/12 21:38:34+00,132.41692836,2020,MISCELLANEOUS,5768058.3269185,12951.4216049376
774,WAMSF,MT. BAKER-SNOQ NF,DOWNEY CREEK,000165,2020/09/16 07:00:00+00,2020/10/11 07:00:00+00,2572.60668201,2020,LIGHTNING,112062298.817885,57285.9695969185
775,WACOA,COLVILLE AGENCY,INCHELIUM HIGHWAY,200133,2020/09/07 07:00:00+00,2020/09/12 07:00:00+00,7109.41948052,2020,HUMAN,309685073.827304,124664.089513362
776,WACOA,COLVILLE AGENCY,COLD SPRINGS,200130,2020/09/06 07:00:00+00,2020/09/11 07:00:00+00,190033.24711394,2020,UNDER INVESTIGATION,8277815132.92313,654430.452777698
777,WACOA,COLVILLE AGENCY,KEWA FIELD,200135,2020/09/07 07:00:00+00,2020/09/12 07:00:00+00,11744.39188743,2020,HUMAN,511583664.275627,171347.828459564
778,WAOWF,OKAN-WEN NF,COLD CREEK,000639,2020/09/21 07:00:00+00,2020/09/21 15:25:01+00,565.21438615,2020,UNDETERMINED,24620640.1776395,32168.1293115956
779,WAMCR,MID-COLUMBIA NWR,PATERSON,000599,2020/09/07 07:00:00+00,2020/09/12 19:06:54+00,1462.0501548,2020,UNKNOWN,63686649.9957955,106045.598133467
780,WAWFS,WA FIRE SERVICE,WAWAWAI CANYON,002211,2020/09/12 07:00:00+00,2020/09/12 20:44:23+00,303.49882149,2020,UNDER INVESTIGATION,13220355.7826835,19772.7318543453
781,WASPD,SPOKANE BLM,KAHLOTUS,000607,2020/08/21 07:00:00+00,2020/08/28 07:00:00+00,21569.55607296,2020,UNKNOWN,939566104.262225,223601.221699701
782,WAWFS,WA FIRE SERVICE,GERBER,000467,2020/10/09 01:40:38+00,2020/10/09 01:40:39+00,7.64972055,2020,UNKNOWN,333220.494282,4342.46492661211
783,WAWFS,WA FIRE SERVICE,DRUMHELLER NORTHEAST,000350,2020/10/08 07:00:00+00,2020/10/09 02:16:44+00,30.76708789,2020,UNKNOWN,1340208.987546,5100.41778700464
784,WAOWF,OKAN-WEN NF,CHIKAMIN,000407,2020/07/31 07:00:00+00,2020/09/28 07:00:00+00,1610.25151415,2020,LIGHTNING,70142275.3862285,82243.2409114614
785,WASPD,SPOKANE BLM,CAMP,000529,2020/11/09 08:00:00+00,2020/11/10 03:03:02+00,109.53282663,2020,UNKNOWN,4771230.8431845,13228.0115939369
786,WASPD,SPOKANE BLM,FINLEY ROAD,000397,2020/07/30 03:57:00+00,2020/07/31 03:57:00+00,2.80594265,2020,UNKNOWN,122226.373128,2369.62858308897
787,WASPD,SPOKANE BLM,BEVERLY BURKE,000597,2020/09/07 07:00:00+00,2020/09/08 07:42:00+00,788.19633787,2020,UNDETERMINED,34333695.1422895,38927.2751421688
788,WAMCR,MID COLUMBIA NWR,MORGAN LAKE,000465,2020/08/09 07:00:00+00,2020/08/10 05:41:03+00,2.11294164,2020,UNKNOWN,92039.369856,1430.15856974866
789,WASES,WA DNR - SE REGION,STAYMAN FLATS,000236,2020/06/27 07:00:00+00,2020/07/04 07:00:00+00,7.7818345,2020,MISCELLANEOUS,338975.3548385,3211.98243650009
790,WANES,WA DNR - NE REGION,BLUE LAKE ONE,001748,2020/07/30 07:00:00+00,2020/07/31 03:01:26+00,87.56092654,2020,UNDETERMINED,3814138.703363,12460.9893440779
791,WASPD,SPOKANE BLM,CHANDLER,000586,2020/09/05 07:00:00+00,2020/09/06 09:35:00+00,34.39389226,2020,UNKNOWN,1498191.9540935,4647.61969678809
792,WAWFS,WA FIRE SERVICE,GRANDVIEW,000332,2020/07/15 07:00:00+00,2020/07/16 10:30:00+00,60.52535513,2020,UNKNOWN,2636473.9236375,7192.67675420542
793,WASPD,SPOKANE BLM,DENNIS ROAD,000268,2020/07/04 07:00:00+00,2020/07/05 07:10:00+00,57.95498917,2020,UNKNOWN,2524509.2302945,13410.1776112042
794,WAMCR,MID-COLUMBIA NWR,ROCK BLUFF,000146,2020/05/30 07:00:00+00,2020/05/31 09:30:00+00,25.86595462,2020,UNKNOWN,1126716.4762755,5630.63953180088
795,WAMCR,MID-COLUMBIA NWR,MARSH UNIT 3,000145,2020/05/30 07:00:00+00,2020/05/31 09:30:00+00,175.80584334,2020,LIGHTNING,7658071.9035295,17349.2671739697
796,WASPA,SPOKANE AGENCY,MILL POND,001280,2020/04/18 07:00:00+00,2020/04/19 11:15:00+00,15.36804383,2020,UNKNOWN,669429.311591,3521.09232560732
797,WASPA,SPOKANE AGENCY,MATHEWS LAKE,001296,2020/04/21 07:00:00+00,2020/04/22 07:32:00+00,78.31536448,2020,UNKNOWN,3411403.6309,6996.52952496719
798,WASPA,SPOKANE AGENCY,FLETT LOOP,001282,2020/04/19 07:00:00+00,2020/04/20 10:35:00+00,139.98969702,2020,UNKNOWN,6097926.810418,13959.2693771884
799,WASPD,SPOKANE BLM,WATERMELON HILL,001714,2020/07/26 07:00:00+00,2020/07/27 11:02:00+00,17.25460242,2020,MISCELLANEOUS,751607.47503,3354.27709388301
800,WASPD,SPOKANE BLM,ROCKY POINT,000175,2020/06/07 07:00:00+00,2020/06/26 02:41:26+00,68.59335165,2020,UNKNOWN,2987914.4461215,9141.03425661902
801,WASPD,SPOKANE BLM,OLD VANTAGE ROAD,000317,2020/07/11 07:00:00+00,2020/07/12 17:01:44+00,27.63737585,2020,UNDETERMINED,1203879.276314,6639.5156720897
802,WASES,WA DNR - SE REGION,SUNSET,000322,2020/07/13 07:00:00+00,2020/07/14 07:09:24+00,154.07591919,2020,UNDER INVESTIGATION,6711520.19379,11935.6971803501
803,WASPD,SPOKANE BLM,GIBBON,000157,2020/05/31 07:00:00+00,2020/06/01 11:03:00+00,845.01904615,2020,DEBRIS BURN,36808882.4143845,31312.321408953
804,WASES,WA DNR - SE REGION,GUN RANGE,000198,2020/06/18 07:00:00+00,2020/06/19 10:40:00+00,110.30957834,2020,UNDER INVESTIGATION,4805066.0122465,9172.68142432903
805,WASPD,SPOKANE BLM,BIG HORN,000249,2020/06/30 07:00:00+00,2020/07/01 09:15:00+00,397.2767743,2020,UNDER INVESTIGATION,17305307.0671825,20710.9638804976
806,WASPD,SPOKANE BLM,WEBBER SPRINGS,000682,2020/09/24 07:00:00+00,2020/09/25 07:27:00+00,54.28935717,2020,DEBRIS BURN,2364834.9390955,10299.9892380142
807,WAWFS,WA FIRE SERVICE,SUMNER GRADE,067404,2020/09/08 07:00:00+00,2020/09/13 07:00:00+00,347.04878418,2020,POWER LINE,15117384.5691725,31782.5287541006
808,WANES,WA DNR - NE REGION,RITCHEY,001060,2020/03/04 08:00:00+00,2020/03/10 07:00:00+00,11.07972743,2020,RAILROAD,482630.9962785,10199.0618117699
809,WANES,WA DNR - NE REGION,HIGHWAY 27,001695,2020/07/24 07:00:00+00,2020/07/28 07:00:00+00,8.17127183,2020,MISCELLANEOUS,355939.176989,8744.84451799605
810,WANES,WA DNR - NE REGION,SHORE ACRES,001804,2020/08/04 07:00:00+00,2020/08/13 07:00:00+00,18.09260864,2020,LOGGING,788110.880025,4429.55676214246
811,WANES,WA DNR - NE REGION,SHERMAN,001627,2020/07/16 07:00:00+00,2020/07/22 07:00:00+00,3.54016441,2020,UNDER INVESTIGATION,154208.9448135,2118.02809058427
812,WANES,WA DNR - NE REGION,SPRAGUE,001792,2020/08/02 07:00:00+00,2020/08/06 07:00:00+00,15.72484337,2020,MISCELLANEOUS,684971.4372835,4173.79377746846
813,WASPD,SPOKANE BLM,TRAVIS ROAD,000401,2021/07/24 10:01:00+00,2021/10/21 01:42:21+00,0.38058488,2021,Undetermined,16578.262479,637.555191465151
814,WANES,WA DNR - NE REGION,NELSON CREEK,002143,2021/07/24 04:54:00+00,2021/12/21 02:42:33+00,154.02155471,2021,Human,6709179.00389,15819.224017383
815,WANES,WA DNR - NE REGION,GODDARD ROAD,002076,2021/07/17 03:43:00+00,2021/12/29 07:16:17+00,814.61814012,2021,Human,35484766.348006,39790.0451881283
816,WANES,WA DNR - NE REGION,HARDESTY VALLEY,002161,2021/07/26 07:08:00+00,2021/12/21 03:37:23+00,29.41086684,2021,Human,1281137.4356225,8725.54916579302
817,WANES,WA DNR - NE REGION,HAZARD HILL,002165,2021/07/26 07:53:00+00,2021/12/21 03:11:31+00,124.80647771,2021,Human,5436570.0077345,17960.7977284268
818,WASPD,SPOKANE BLM,SILICA ROAD,000415,2021/07/27 03:56:00+00,2021/10/20 02:28:44+00,0.53744269,2021,Undetermined,23410.969309,661.10046872713
819,WASPD,SPOKANE BLM,CANAL BANK,002177,2021/07/27 03:15:00+00,2021/11/19 06:02:32+00,0.6888743,2021,Human,30007.361549,1524.85152435138
820,WASPA,SPOKANE AGENCY,SHERWOOD,002124,2021/07/22 04:23:00+00,2021/08/01 06:16:24+00,1257.23970151,2021,Human,54765360.973866,53871.4482744864
821,WASPD,SPOKANE BLM,FIELDS,000431,2021/08/01 05:20:00+00,2021/10/05 04:28:03+00,5.49726054,2021,Undetermined,239460.6364145,2333.96769923131
822,WANCP,NORTH CASCADES NP,Bear Creek,000282,2021/07/30 23:27:00+00,2021/08/11 03:26:25+00,858.34859638,2021,Undetermined,37389663.9615755,46783.8097137534
823,WACOF,COLVILLE NF,MOLYBDENITE,002222,2021/08/01 00:15:00+00,2021/11/03 23:58:41+00,54.84200497,2021,Human,2388917.509092,8757.66351961572
824,WASPD,SPOKANE BLM,SHORT,000448,2021/08/04 12:23:00+00,2021/11/11 04:51:10+00,48.24050557,2021,Undetermined,2101356.7691935,8216.74746355483
825,WACOA,COLVILLE AGENCY,Whitmore,200106,2021/08/04 10:25:00+00,2021/12/16 03:23:47+00,58278.93894792,2021,Natural,2538630582.25302,397880.747447716
826,WACOA,COLVILLE AGENCY,Hamilton,200105,2021/08/04 10:09:00+00,2021/08/07 07:05:18+00,5038.46367133,2021,Natural,219475479.727693,73877.945660025
827,WACOF,COLVILLE NF,SPUR,002335,2021/08/05 16:02:00+00,2021/08/15 03:21:06+00,12678.76273788,2021,Natural,552286905.130432,257811.35048373
828,WAOWF,OKAN-WEN NF,SCHNEIDER SPRINGS,000453,2021/08/05 02:26:00+00,2021/10/03 07:27:43+00,107336.48703469,2021,Natural,4675577372.45056,1323329.83239813
829,WAOWF,OKAN-WEN NF,WINDY PASS,000454,2021/08/05 02:46:00+00,2021/11/17 02:32:54+00,88.74858158,2021,Natural,3865888.505934,10892.7216174283
830,ORUMF,UMATILLA NF,Stay-A-While,000806,2021/07/22 05:36:50+00,2021/08/06 06:44:21+00,0.00782024,2021,Natural,340.6470175,96.7012485434717
831,WASES,WA DNR - SE REGION,MOE CANYON,000445,2021/08/04 09:25:00+00,2021/08/11 03:32:46+00,160.88056457,2021,Natural,7007956.9651855,14189.5930733668
832,WANES,WA DNR - NE REGION,WALKER CREEK,002245,2021/08/04 05:22:00+00,2021/09/14 21:36:17+00,23764.49123983,2021,Human,1035181241.79294,494345.743443491
833,WANES,WA DNR - NE REGION,CHICKADEE CREEK,002310,2021/08/05 02:48:00+00,2021/09/07 21:55:50+00,5859.17755254,2021,Natural,255225775.545949,201744.51099505
834,WACOF,COLVILLE NF,MUCKAMUCK,002290,2021/08/04 22:55:07+00,2021/09/13 20:29:24+00,13311.52676341,2021,Natural,579850105.800552,209142.037860039
835,WACOF,COLVILLE NF,BULLDOG MOUNTAIN,002348,2021/08/06 05:08:00+00,2021/12/18 00:27:01+00,7212.23975814,2021,Natural,314165164.982854,114934.497511474
836,WACOA,COLVILLE AGENCY,Upper Lime Creek,200116,2021/08/05 02:05:00+00,2021/11/11 06:18:15+00,376.70617463,2021,Natural,16409321.063588,22310.1826911528
837,WACOF,COLVILLE NF,MACK MOUNTAIN,002338,2021/08/05 21:36:15+00,2021/12/18 00:35:45+00,1434.48195587,2021,Natural,62486032.954476,51344.0138037616
838,WANES,WA DNR - NE REGION,NINE MINE,002313,2021/08/05 03:13:00+00,2021/12/29 07:22:56+00,164.73622628,2021,Natural,7175910.0243345,14873.8551889777
839,WACOF,COLVILLE NF,NORTH FORK,002351,2021/08/06 23:52:30+00,2021/11/04 00:03:38+00,0.10149455,2021,Natural,4421.1008795,340.718226485605
840,WACOA,COLVILLE AGENCY,Johnson Lake,200112,2021/08/04 16:46:00+00,2021/12/16 04:11:57+00,127.85525858,2021,Natural,5569374.5384635,10906.700285933
841,WAOWF,OKAN-WEN NF,NASON,000456,2021/08/05 03:34:00+00,2021/11/16 09:17:46+00,1318.52308037,2021,Natural,57434866.6293785,68446.0165850284
842,WASPD,SPOKANE BLM,LOWER SMITH CANYON,000511,2021/08/11 21:54:00+00,2021/10/20 23:46:13+00,0.82781469,2021,Human,36059.5857195,803.595832252834
843,WASPD,SPOKANE BLM,DENNIS RD,000513,2021/08/13 15:13:00+00,2021/10/21 00:23:43+00,3.89169415,2021,Undetermined,169522.1855475,2019.42603108843
844,WASPD,SPOKANE BLM,ISLAND,000520,2021/08/16 05:26:00+00,2021/10/18 22:30:42+00,11.55239478,2021,Undetermined,503222.361098,3732.93543631307
845,WANES,WA DNR - NE REGION,FORD CORKSCREW,002446,2021/08/16 03:29:00+00,2021/12/18 06:35:49+00,15717.98337673,2021,Human,684675355.013966,234475.561658033
846,WAOWF,OKAN-WEN NF,TWENTYFIVE MILE ,000521,2021/08/16 05:45:00+00,2021/11/09 01:10:48+00,22118.21221056,2021,Undetermined,963469324.03631,377503.232602313
847,WACOA,COLVILLE AGENCY,17 Mile,200120,2021/08/05 07:33:00+00,2021/08/20 22:11:08+00,22.82916662,2021,Natural,994438.650864,4699.82114576745
848,WANCP,NORTH CASCADES NP,Moraine Lake 2,000309,2021/08/05 05:08:00+00,2021/08/21 02:17:17+00,167.08181299,2021,Undetermined,7278084.0102845,10858.0358321437
849,WASPD,SPOKANE BLM,ROAD C,000542,2021/08/23 01:07:00+00,2021/11/18 04:19:20+00,1.03183527,2021,Undetermined,44946.7352075,962.934269726532
850,WAMSF,MT. BAKER-SNOQ NF,Pincer Creek,000305,2021/08/05 01:00:00+00,2021/08/29 05:58:50+00,762.68088863,2021,Natural,33222380.287435,39780.4320375004
851,WASPD,SPOKANE BLM,BEEZLEY,000558,2021/09/01 11:16:00+00,2021/09/03 01:08:08+00,388.03686511,2021,Undetermined,16902885.8458365,44147.727507517
852,WANES,WA DNR - NE REGION,PINE MEADOW,002456,2021/08/17 05:06:00+00,2021/12/21 01:06:25+00,164.4585815,2021,Human,7163815.145368,19450.5471272638
853,WASES,WA DNR - SE REGION,ROOSTER COMB,000553,2021/08/30 06:49:00+00,2021/09/03 07:47:52+00,88.03116668,2021,Undetermined,3834637.8598915,11795.9408282467
854,WAPCS,WA DNR - PC REGION,FRANZ ROAD,000170,2021/07/19 09:19:00+00,2021/12/14 08:54:04+00,4.83374789,2021,Human,210558.1694285,2616.65053518712
855,WASES,WA DNR - SE REGION,COLUMBIA,000298,2021/07/05 02:57:00+00,2021/11/19 07:58:57+00,8.92239532,2021,Undetermined,388659.092823,3285.59019057682
856,WAMSF,MT. BAKER-SNOQ NF,Penders Canyon,000343,2021/08/14 07:56:47+00,2021/09/12 03:29:12+00,29.55676961,2021,Natural,1287492.6803005,4990.74385111223
857,WANES,WA DNR - NE REGION,KEYSTONE,002250,2021/08/04 10:54:23+00,2021/12/29 06:58:29+00,15.84208068,2021,Natural,690080.8721955,6041.23427234242
858,ORUMF,UMATILLA NF,Green Ridge,000659,2021/07/07 23:51:00+00,2021/11/11 03:10:34+00,43719.29122155,2021,Natural,1904412329.90014,735769.138453287
859,WASPD,SPOKANE BLM,SAND FLATS,000592,2021/09/27 11:43:00+00,2021/11/19 05:19:22+00,0.00730144,2021,Human,318.047643,70.6681465341238
860,WANES,WA DNR - NE REGION,FOX,002256,2021/08/04 13:41:21+00,2021/10/22 22:38:47+00,13.8455919,2021,Natural,603113.9258635,7110.8723493112
861,WACOA,COLVILLE AGENCY,The Bone Place,210151,2021/09/26 22:25:00+00,2021/10/06 02:32:19+00,340.1948933,2021,Undetermined,14818889.812529,30037.5958089735
862,WASPD,SPOKANE BLM,SENTINEL BLUFF ,000611,2021/10/11 03:57:00+00,2021/11/11 04:51:10+00,63.30060029,2021,Human,2757374.2466995,9561.9623450644
863,WASPD,SPOKANE BLM,SOUTH CANAL,000506,2021/08/10 07:21:00+00,2021/10/20 01:41:22+00,159.26604622,2021,Undetermined,6937628.151364,13124.8598364397
864,WANES,WA DNR - NE REGION,BLUE LAKE,001588,2021/05/25 00:43:40+00,2021/12/09 05:56:32+00,38.10407612,2021,Human,1659813.5005645,8382.59995771363
865,WANES,WA DNR - NE REGION,BULLFROG,002707,2021/10/05 04:49:00+00,2021/12/10 08:16:21+00,63.76224848,2021,Human,2777483.536547,10415.0459142799
866,WANES,WA DNR - NE REGION,PINE CREEK ,002140,2021/07/24 03:29:00+00,2021/12/09 08:31:02+00,40.21341959,2021,Human,1751696.3675525,6872.55159788482
867,WASPD,SPOKANE BLM,QUINCY LAKE,000045,2021/04/05 04:00:00+00,2021/05/05 05:56:29+00,0.10301136,2021,Human,4487.202746,365.267336023766
868,WASES,WA DNR - SE REGION,LITTLE BUTTE,000053,2021/04/09 06:19:00+00,2021/05/10 05:20:26+00,9.37882375,2021,Unknown,408541.467561,4185.65695425614
869,WASPD,SPOKANE BLM,DRUMHELLER,000057,2021/04/12 02:47:00+00,2021/05/05 05:56:40+00,1.87205402,2021,Human,81546.628021,1677.38381057765
870,WASPD,SPOKANE BLM,ANCIENT LAKES,000063,2021/04/16 02:13:00+00,2021/10/19 21:47:41+00,0.12151868,2021,Human,5293.3765555,473.612203548833
871,WASPD,SPOKANE BLM,WILLOW DUNES,000076,2021/04/27 17:08:00+00,2021/10/05 03:53:46+00,0.49554809,2021,Human,21586.05467,702.981700531413
872,WASPD,SPOKANE BLM,SAND DUNES,000078,2021/04/28 07:15:00+00,2021/11/19 05:17:21+00,0.01252661,2021,Human,545.646684,89.5533191760302
873,WASPD,SPOKANE BLM,LENORE RANGE,001524,2021/05/09 10:47:00+00,2021/05/10 04:50:50+00,16.79148888,2021,Human,731437.1982155,4536.27344634225
874,WANES,WA DNR - NE REGION,SAINT PETERS,001252,2021/04/07 05:07:00+00,2021/12/09 07:48:13+00,70.537458,2021,Human,3072611.4395165,9669.56307592126
875,WANES,WA DNR - NE REGION,SPRING VALLEY,001218,2021/04/03 04:29:41+00,2021/12/16 03:07:41+00,2.14813354,2021,Human,93572.6921265,1748.79356687785
876,WASPD,SPOKANE BLM,SAGEMOOR,000106,2021/05/16 06:46:00+00,2021/05/18 01:09:17+00,64.423826,2021,Human,2806301.6780805,10287.7564840468
877,WANES,WA DNR - NE REGION,INDIAN DAN,001301,2021/04/15 05:58:34+00,2021/12/18 02:52:06+00,0.72395355,2021,Human,31535.4105175,1253.20699579639
878,WANES,WA DNR - NE REGION,LUCKY JIM,000104,2021/05/15 01:43:00+00,2021/10/02 01:44:22+00,0.34056179,2021,Undetermined,14834.894051,550.330091404877
879,WASPD,SPOKANE BLM,NAYLOR,000101,2021/05/14 01:10:00+00,2021/05/18 01:37:09+00,6.53487363,2021,Human,284659.032891,2878.24391803604
880,WANES,WA DNR - NE REGION,STAGECOACH,001333,2021/04/17 05:19:02+00,2021/05/18 03:54:49+00,0.21395737,2021,Human,9320.0064085,524.185370270047
881,WANES,WA DNR - NE REGION,CHIEF JOE TRAIL,001528,2021/05/12 11:30:00+00,2021/10/02 01:39:15+00,0.0677652,2021,Human,2951.879133,278.152843655785
882,WAKLCN,UNKNOWN,CHAPMAN CREEK,000111,2021/05/17 06:01:00+00,2021/05/18 06:38:19+00,272.33447427,2021,Undetermined,11862889.4021935,17957.7181910062
883,WASPD,SPOKANE BLM,PARADISE PONDS,001544,2021/05/15 23:16:00+00,2021/05/18 22:59:40+00,0.02536116,2021,Human,1104.7336145,169.863742125081
884,WASPD,SPOKANE BLM,DODSON,000123,2021/05/20 04:47:00+00,2021/10/19 21:09:28+00,5.65795309,2021,Human,246460.45473,2533.62636773063
885,WASES,WA DNR - SE REGION,SWAKANE,000131,2021/05/24 06:59:00+00,2021/05/28 21:41:13+00,274.48439035,2021,Undetermined,11956540.1881835,24675.9071730491
886,WADGEN,UNKNOWN,ROAD 20,000156,2021/05/31 05:07:00+00,2021/06/01 02:20:07+00,20.093976,2021,Undetermined,875293.6706535,5132.16571896125
887,WASPD,SPOKANE BLM,WEBBER,000163,2021/06/02 01:36:00+00,2021/11/19 07:21:29+00,8.54305656,2021,Human,372135.569518,3305.29054917175
888,WASPD,SPOKANE BLM,OSBORN,001651,2021/06/06 03:11:00+00,2021/06/07 03:16:03+00,108.87414738,2021,Human,4742557.9162295,10198.1629239022
889,ORVAD,UNKNOWN,Joseph Canyon,000347,2021/06/05 00:20:00+00,2021/10/26 03:57:28+00,7609.41862502,2021,Natural,331466275.557082,87263.1434139323
890,WADGEN,UNKNOWN,CRESCENT BAR,000188,2021/06/09 03:06:00+00,2021/06/11 09:04:24+00,3.15944983,2021,Human,137625.6554825,1521.38842002734
891,WASPD,SPOKANE BLM,BABCOCK,000179,2021/06/07 06:11:00+00,2021/06/11 04:37:47+00,58.08837894,2021,Human,2530329.946361,16347.0542978552
